id,target
9477,0
9478,0
9479,0
9483,0
9487,1
9494,0
9497,1
9498,1
9506,1
9512,1
9514,0
9515,0
9516,0
9517,1
9518,0
9521,0
9523,1
9527,0
9528,0
9530,0
9532,1
9534,0
9535,0
9536,1
9543,1
9544,0
9545,0
9546,1
9549,1
9558,1
9560,0
9561,0
9570,1
9573,0
9578,1
9584,0
9587,1
9588,0
9599,0
9601,1
9604,1
9614,1
9615,1
9621,1
9622,0
9623,0
9624,1
9626,1
9628,0
9630,0
9631,1
9633,0
9635,1
9637,0
9641,0
9647,1
9648,0
9649,0
9658,0
9662,1
9668,0
9671,0
9676,0
9677,0
9679,1
9682,1
9685,1
9689,0
9692,0
9693,1
9694,0
9696,0
9700,0
9711,1
9713,0
9720,0
9721,1
9725,0
9726,0
9727,0
9735,0
9740,0
9742,1
9743,0
9747,1
9748,1
9751,1
9758,0
9767,1
9768,0
9773,1
9777,1
9781,1
9784,0
9786,0
9789,0
9792,1
9793,1
9798,1
9799,0
9802,1
9803,1
9804,0
9805,1
9807,0
9809,0
9811,0
9814,0
9817,0
9821,0
9824,0
9825,1
9827,0
9839,0
9840,1
9843,1
9844,1
9845,1
9847,0
9848,0
9851,1
9852,0
9855,0
9856,1
9863,0
9867,0
9871,0
9876,1
9879,0
9882,0
9891,0
9892,0
9893,0
9895,1
9899,0
9900,0
9902,1
9903,0
9904,1
9908,1
9913,0
9914,1
9917,0
9922,1
9924,1
9926,1
9927,0
9928,0
9929,0
9936,0
9939,0
9947,0
9951,0
9954,0
9956,0
9957,0
9959,0
9962,1
9964,0
9966,0
9968,0
9969,0
9970,1
9975,0
9977,1
9981,0
9993,0
9996,0
9997,1
9999,1
10002,0
10007,0
10015,0
10019,0
10022,0
10024,0
10026,1
10033,0
10043,0
10046,1
10051,0
10053,0
10062,0
10063,1
10065,1
10068,1
10078,0
10086,1
10094,0
10095,0
10096,1
10097,1
10103,0
10104,1
10108,0
10122,0
10123,0
10128,0
10131,0
10133,0
10134,1
10135,1
10145,0
10148,1
10154,1
10155,0
10158,1
10160,0
10161,0
10162,0
10165,1
10166,1
10167,1
10170,1
10178,1
10180,0
10181,0
10185,1
10188,1
10190,0
10196,0
10200,0
10205,1
10211,1
10216,0
10219,1
10221,0
10225,1
10227,0
10228,0
10230,1
10232,1
10233,0
10235,0
10238,0
10240,0
10242,0
10248,1
10254,1
10257,0
10261,0
10262,0
10266,0
10267,0
10271,1
10277,1
10279,0
10281,0
10282,0
10285,1
10292,0
10298,0
10300,1
10309,0
10311,0
10312,0
10319,0
10324,1
10326,0
10328,1
10343,0
10346,0
10347,1
10353,0
10354,0
10356,1
10357,1
10362,1
10363,0
10370,0
10373,0
10386,0
10388,0
10389,0
10391,1
10397,0
10400,0
10403,0
10404,1
10408,1
10417,0
10425,0
10435,0
10437,0
10438,1
10440,0
10442,0
10447,0
10452,0
10453,0
10454,0
10459,0
10460,1
10463,0
10465,0
10469,0
10474,0
10475,0
10476,1
10477,1
10480,1
10491,1
10493,1
10494,0
10495,0
10497,1
10501,0
10504,0
10507,0
10509,1
10510,1
10512,0
10514,1
10526,0
10528,0
10530,0
10531,0
10532,1
10538,0
10539,1
10542,0
10547,0
10549,1
10556,0
10569,1
10572,0
10577,0
10579,0
10586,0
10594,1
10595,1
10597,0
10602,0
10604,1
10614,1
10617,0
10618,1
10619,1
10624,1
10633,1
10634,0
10635,1
10638,0
10639,0
10642,1
10643,1
10645,0
10646,0
10649,0
10652,1
10653,1
10654,0
10661,0
10664,0
10668,0
10670,1
10674,0
10683,0
10694,0
10697,0
10699,0
10701,0
10703,0
10713,1
10714,0
10716,0
10717,0
10719,1
10725,0
10728,0
10734,0
10738,1
10740,1
10742,1
10756,1
10757,0
10758,1
10761,0
10762,1
10773,0
10778,1
10781,1
10791,1
10792,0
10796,1
10797,0
10801,0
10804,0
10806,0
10807,0
10816,0
10820,0
10828,0
10836,1
10838,1
10845,0
10856,1
10857,0
10858,1
10861,1
10865,0
10868,1
10874,1
10875,0
